1,NaN,1.8818092,NaN,0,0,0,0
2,1.8818092,1.4000001,17.634668114051216,0,0,210,1
3,1.8818092,0.0,Infinity,0,0,210,1
4,1.4000001,1.1432967,13.034292906349512,0,0,1260,2
5,1.4000001,0.0,Infinity,0,0,1260,2
6,1.1432967,1.0282807,6.953882315390128,0,0,3778,4
7,1.1432967,0.8000002,0.7506721881028267,0,0,3778,4
8,1.0282807,1.0,0.05500579754146906,0,0,4198,6
9,1.0282807,0.9000001,8.714664523020723,0,0,4198,6
10,0.9000001,0.8634405,0.31600867951250233,0,0,5662,9
11,0.9000001,0.7968483,7.204717443944572,0,0,5662,9
12,0.8634405,0.0,Infinity,0,0,6197,10
13,0.8634405,0.0,Infinity,0,0,6197,10
14,0.7968483,0.7083335,6.96343586716984,0,0,7518,11
15,0.7968483,0.0,Infinity,0,0,7518,11
16,0.7083335,0.7029934,0.38606716016440057,0,0,8040,14
17,0.7083335,0.7020831,0.08797910715943891,0,0,8040,14
18,0.7029934,0.61111116,6.202376275121626,0,0,8300,16
19,0.7029934,0.6752577,0.40899347397065733,0,0,8300,16
20,0.7020831,0.55050516,1.6612100014720033,0,0,8560,17
21,0.7020831,0.6999998,0.008478038304780888,0,0,8560,17
22,0.6752577,0.49632883,1.601631590387592,0,0,9078,19
23,0.6752577,0.43137264,3.349060914531167,0,0,9078,19
24,0.61111116,0.0,Infinity,0,0,9595,18
25,0.61111116,0.52979136,6.184738958354615,0,0,9595,18
26,0.52979136,0.5290284,0.04355498754065579,0,0,11366,25
27,0.52979136,0.0,Infinity,0,0,11366,25
28,0.5290284,0.0,Infinity,0,0,11613,26
29,0.5290284,0.35879135,8.836836137140404,0,0,11613,26
30,0.35879135,0.0,Infinity,0,0,13064,29
31,0.35879135,0.0,Infinity,0,0,13064,29
